#hmm_acc	iso_type	hmm_name	hmm_com_name	hmm_len	trusted_cutoff	noise_cutoff	trusted_cutoff2	noise_cutoff2
TIGR01513	equivalog	NAPRTase_put	nicotinate phosphoribosyltransferase	523	250.00	-125.00	250.00	-125.00
TIGR01514	equivalog	NAPRTase	nicotinate phosphoribosyltransferase	430	240.00	-80.00	240.00	-80.00
TIGR01515	equivalog	branching_enzym	1,4-alpha-glucan branching enzyme	608	315.00	-55.00	315.00	-55.00
TIGR01516	equivalog	branching_euk	1,4-alpha-glucan branching enzyme	685	860.00	475.00	860.00	475.00
TIGR01517	equivalog	ATPase-IIB_Ca	calcium-translocating P-type ATPase, PMCA-type	885	235.00	45.00	235.00	45.00
TIGR01518	equivalog	g3p_cytidyltrns	glycerol-3-phosphate cytidylyltransferase	126	220.00	55.00	220.00	55.00
TIGR01519	paralog_domain	plasmod_dom_1	Plasmodium falciparum uncharacterized domain	71	8.00	-10.00	8.00	-10.00
TIGR01520	equivalog	FruBisAldo_II_A	fructose-bisphosphate aldolase, class II	365	400.00	0.00	400.00	0.00
TIGR01521	equivalog	FruBisAldo_II_B	fructose-bisphosphate aldolase, class II, Calvin cycle subtype	347	600.00	400.00	600.00	400.00
TIGR01522	equivalog	ATPase-IIA2_Ca	calcium-transporting P-type ATPase, PMR1-type	856	1030.00	790.00	1030.00	790.00
TIGR01523	equivalog	ATPase-IID_K-Na	potassium/sodium efflux P-type ATPase, fungal-type	1001	810.00	250.00	810.00	250.00
TIGR01524	equivalog	ATPase-IIIB_Mg	magnesium-translocating P-type ATPase	892	425.00	190.00	425.00	190.00
TIGR01525	subfamily	ATPase-IB_hvy	heavy metal translocating P-type ATPase	639	260.00	220.00	260.00	220.00
TIGR01526	equivalog_domain	nadR_NMN_Atrans	nicotinamide-nucleotide adenylyltransferase	346	400.00	-170.00	400.00	-170.00
TIGR01527	equivalog	arch_NMN_Atrans	nicotinamide-nucleotide adenylyltransferase	171	210.00	-15.00	210.00	-15.00
TIGR01528	subfamily	NMN_trans_PnuC	nicotinamide mononucleotide transporter PnuC	220	23.00	0.00	23.00	0.00
TIGR01529	equivalog	argR_whole	arginine repressor	155	135.00	-10.00	135.00	-10.00
TIGR01530	equivalog	nadN	NAD nucleotidase	550	400.00	180.00	400.00	180.00
TIGR01531	equivalog	glyc_debranch	glycogen debranching enzyme	1584	1550.00	-200.00	1550.00	-200.00
TIGR01532	equivalog	E4PD_g-proteo	D-erythrose-4-phosphate dehydrogenase	334	700.00	575.00	700.00	575.00
TIGR01533	equivalog	lipo_e_P4	5'-nucleotidase, lipoprotein e(P4) family	295	200.00	-50.00	200.00	-50.00
TIGR01534	equivalog	GAPDH-I	glyceraldehyde-3-phosphate dehydrogenase, type I	366	500.00	-150.00	500.00	-150.00
TIGR01535	equivalog	glucan_glucosid	glucan 1,4-alpha-glucosidase	740	950.00	-200.00	950.00	-200.00
TIGR01536	equivalog	asn_synth_AEB	asparagine synthase (glutamine-hydrolyzing)	646	300.00	-50.00	300.00	-50.00
TIGR01537	equivalog	portal_HK97	phage portal protein, HK97 family	372	40.00	-60.00	40.00	-60.00
TIGR01538	equivalog	portal_SPP1	phage portal protein, SPP1 family	477	40.00	-150.00	40.00	-150.00
TIGR01539	equivalog	portal_lambda	phage portal protein, lambda family	494	0.00	-220.00	0.00	-220.00
TIGR01540	equivalog	portal_PBSX	phage portal protein, PBSX family	386	100.00	-60.00	100.00	-60.00
TIGR01541	equivalog_domain	tape_meas_lam_C	phage tail tape measure protein, lambda family	356	40.00	-125.00	40.00	-125.00
TIGR01542	hypoth_equivalog	A118_put_portal	phage portal protein, putative, A118 family	489	200.00	-200.00	200.00	-200.00
TIGR01543	equivalog	proheadase_HK97	phage prohead protease, HK97 family	157	40.00	-10.00	40.00	-10.00
TIGR01544	hypoth_equivalog	HAD-SF-IE	HAD hydrolase, family IE	287	260.00	-85.00	260.00	-85.00
TIGR01545	hypoth_equivalog	YfhB_g-proteo	HAD hydrolase, family IF	210	250.00	60.00	250.00	60.00
TIGR01546	equivalog	GAPDH-II_archae	glyceraldehyde-3-phosphate dehydrogenase, type II	335	130.00	-135.00	130.00	-135.00
TIGR01547	equivalog	phage_term_2	phage terminase, large subunit, PBSX family	462	50.00	-25.00	50.00	-25.00
TIGR01548	hypoth_equivalog	HAD-SF-IA-hyp1	HAD hydrolase, TIGR01548 family	245	130.00	25.00	130.00	25.00
TIGR01549	subfamily	HAD-SF-IA-v1	HAD hydrolase, family IA, variant 1	151	-5.20	-5.30	-5.20	-5.30
TIGR01550	subfamily	DOC_P1	death-on-curing family protein	133	15.00	8.00	15.00	8.00
TIGR01551	equivalog	major_capsid_P2	phage major capsid protein, P2 family	340	200.00	-100.00	200.00	-100.00
TIGR01552	subfamily	phd_fam	prevent-host-death family protein	56	17.30	8.50	17.30	8.50
TIGR01553	equivalog	formate-DH-alph	formate dehydrogenase, alpha subunit	1043	900.00	230.00	900.00	230.00
TIGR01554	equivalog	major_cap_HK97	phage major capsid protein, HK97 family	427	30.00	10.00	30.00	10.00
TIGR01555	hypoth_equivalog	phge_rel_HI1409	phage-associated protein, HI1409 family	426	100.00	-205.00	100.00	-205.00
TIGR01556	subfamily	rhamnosyltran	rhamnosyltransferase	291	190.10	173.54	190.10	173.54
TIGR01557	subfamily_domain	myb_SHAQKYF	myb-like DNA-binding domain, SHAQKYF class	57	20.00	12.00	20.00	12.00
TIGR01558	equivalog	sm_term_P27	putative phage terminase, small subunit, P27 family	134	20.00	-32.00	20.00	-32.00
TIGR01559	equivalog	squal_synth	farnesyl-diphosphate farnesyltransferase	350	300.00	-100.00	300.00	-100.00
TIGR01560	hypoth_equivalog	put_DNA_pack	uncharacterized phage protein (possible DNA packaging)	98	20.00	10.00	20.00	10.00
TIGR01561	hypoth_equivalog	gde_arch	putative glycogen debranching enzyme, archaeal type	575	320.00	-200.00	320.00	-200.00
TIGR01562	equivalog	FdhE	formate dehydrogenase accessory protein FdhE	312	90.00	-130.00	90.00	-130.00
TIGR01563	hypoth_equivalog	gp16_SPP1	putative phage head-tail adaptor	105	12.00	5.00	12.00	5.00
TIGR01564	subfamily	S_layer_MJ	S-layer protein	626	100.00	10.00	20.00	6.00
TIGR01565	subfamily_domain	homeo_ZF_HD	homeobox domain, ZF-HD class	60	50.00	5.00	50.00	5.00
TIGR01566	domain	ZF_HD_prot_N	ZF-HD homeobox protein Cys/His-rich dimerization domain	54	40.00	10.00	40.00	10.00
TIGR01567	subfamily_domain	S_layer_rel_Mac	S-layer-related duplication domain	290	40.00	-10.00	20.00	-10.00
TIGR01568	domain	A_thal_3678	uncharacterized plant-specific domain TIGR01568	74	30.00	-10.00	30.00	-10.00
TIGR01569	subfamily	A_tha_TIGR01569	plant integral membrane protein TIGR01569	162	25.00	10.00	25.00	10.00
TIGR01570	subfamily_domain	A_thal_3588	uncharacterized plant-specific domain TIGR01570	172	100.00	-50.00	100.00	-50.00
TIGR01571	domain	A_thal_Cys_rich	uncharacterized Cys-rich domain	146	0.00	-20.00	0.00	-20.00
TIGR01572	paralog	A_thl_para_3677	Arabidopsis paralogous family TIGR01572	290	0.00	-150.00	0.00	-150.00
TIGR01573	hypoth_equivalog	cas2	CRISPR-associated endoribonuclease Cas2	103	-7.00	-10.00	-7.00	-10.00
TIGR01574	equivalog	miaB-methiolase	tRNA-i(6)A37 thiotransferase enzyme MiaB	456	350.00	305.00	350.00	305.00
TIGR01575	equivalog	rimI	ribosomal-protein-alanine acetyltransferase	140	80.00	72.40	80.00	72.40
TIGR01577	hypoth_equivalog	oligosac_amyl	oligosaccharide amylase	679	1250.00	220.00	1250.00	220.00
TIGR01578	hypoth_equivalog	MiaB-like-B	MiaB-like tRNA modifying enzyme, archaeal-type	487	285.00	260.00	285.00	260.00
TIGR01579	equivalog	methylthio_YqeV	tRNA methylthiotransferase YqeV	492	375.00	360.00	375.00	360.00
TIGR01580	equivalog	narG	nitrate reductase, alpha subunit	1248	740.00	-200.00	740.00	-200.00
TIGR01581	hypoth_equivalog	Mo_ABC_porter	NifC-like ABC-type porter	226	230.00	205.00	230.00	205.00
TIGR01582	equivalog	FDH-beta	formate dehydrogenase, beta subunit	293	330.00	50.00	330.00	50.00
TIGR01583	equivalog	formate-DH-gamm	formate dehydrogenase, gamma subunit	216	75.00	-15.00	75.00	-15.00
TIGR01584	equivalog	citF	citrate lyase, alpha subunit	496	468.00	-24.00	468.00	-24.00
TIGR01585	subfamily	PfCTP-fam	conserved telomeric protein (CTP) family, plasmodium-specific	257	35.00	-50.00	35.00	-50.00
TIGR01586	domain	yopT_cys_prot	cysteine protease domain, YopT-type	214	20.00	-1.00	20.00	-1.00
TIGR01587	equivalog_domain	cas3_core	CRISPR-associated helicase Cas3	424	-5.00	-25.00	-5.00	-25.00
TIGR01588	equivalog	citE	citrate (pro-3S)-lyase, beta subunit	288	615.00	374.00	615.00	374.00
TIGR01589	domain	A_thal_3526	uncharacterized plant-specific domain TIGR01589	57	25.00	-10.00	25.00	-10.00
TIGR01590	paralog	yir-bir-cir_Pla	yir/bir/cir-family of variant antigens	223	-15.00	-90.00	-15.00	-90.00
TIGR01591	equivalog	Fdh-alpha	formate dehydrogenase, alpha subunit	694	690.00	610.00	690.00	610.00
TIGR01592	equivalog	holin_SPP1	holin, SPP1 family	82	30.00	-10.00	30.00	-10.00
TIGR01593	subfamily	holin_tox_secr	toxin secretion/phage lysis holin	137	25.00	10.00	25.00	10.00
TIGR01594	equivalog	holin_lambda	phage holin, lambda family	110	30.00	0.00	30.00	0.00
TIGR01595	subfamily	cas_CT1132	CRISPR-associated protein, CT1132 family	310	40.00	-100.00	40.00	-100.00
TIGR01596	equivalog_domain	cas3_HD	CRISPR-associated endonuclease Cas3-HD	154	29.00	28.50	29.00	28.50
TIGR01597	paralog	PYST-B	Plasmodium yoelii subtelomeric family PYST-B	274	105.00	-55.00	105.00	-55.00
TIGR01598	equivalog	holin_phiLC3	holin, phage phi LC3 family	88	20.00	-10.00	20.00	-10.00
TIGR01599	paralog	PYST-A	Plasmodium yoelii subtelomeric family PYST-A	213	30.00	-85.00	30.00	-85.00
TIGR01600	equivalog	phage_tail_L	phage minor tail protein L	232	50.00	15.00	50.00	15.00
TIGR01601	paralog	PYST-C1	Plasmodium yoelii subtelomeric domain PYST-C1	86	45.00	-10.00	45.00	-10.00
TIGR01602	paralog_domain	PY-rept-46	Plasmodium yoelii repeat of length 46	46	30.00	10.00	15.00	10.00
TIGR01603	subfamily	maj_tail_phi13	phage major tail protein, phi13 family	205	15.00	5.00	15.00	5.00
TIGR01604	paralog_domain	PYST-C2	Plasmodium yoelii subtelomeric domain PYST-C2	152	0.00	-10.00	0.00	-10.00
TIGR01605	paralog	PYST-D	Plasmodium yoelii subtelomeric family PYST-D	55	20.00	-5.00	20.00	-5.00
TIGR01606	equivalog	holin_BlyA	holin, BlyA family	68	30.00	10.00	30.00	10.00
TIGR01607	paralog	PST-A	Plasmodium subtelomeric family (PST-A)	379	75.00	-100.00	75.00	-100.00
TIGR01608	equivalog	citD	citrate lyase acyl carrier protein	95	35.50	-21.70	35.50	-21.70
TIGR01609	paralog_domain	PF_unchar_267	Plasmodium falciparum uncharacterized protein TIGR01609	148	40.00	-25.00	40.00	-25.00
TIGR01610	equivalog_domain	phage_O_Nterm	phage replication protein O, N-terminal domain	104	20.00	-10.00	20.00	-10.00
TIGR01611	equivalog	tail_tube	phage major tail tube protein	170	80.00	-50.00	80.00	-50.00
TIGR01612	paralog	235kDa-fam	rhoptry protein	2761	865.00	75.00	865.00	75.00
TIGR01613	subfamily_domain	primase_Cterm	phage/plasmid primase, P4 family, C-terminal domain	316	90.00	65.00	90.00	65.00
TIGR01614	domain	PME_inhib	pectinesterase inhibitor domain	195	-15.00	-50.00	-15.00	-50.00
TIGR01615	domain	A_thal_3542	uncharacterized plant-specific domain TIGR01615	144	50.00	-50.00	50.00	-50.00
TIGR01616	hypoth_equivalog	nitro_assoc	nitrogenase-associated protein	131	100.00	-10.00	100.00	-10.00
TIGR01617	subfamily	arsC_related	transcriptional regulator, Spx/MgsR family	122	65.00	40.00	65.00	40.00
TIGR01618	hypoth_equivalog	phage_P_loop	phage nucleotide-binding protein	229	50.00	-50.00	50.00	-50.00
TIGR01619	hypoth_equivalog	hyp_HI0040	TIGR01619 family protein	250	115.00	-90.00	115.00	-90.00
TIGR01620	hypoth_equivalog	hyp_HI0043	TIGR01620 family protein	299	100.00	-100.00	100.00	-100.00
TIGR01621	hypoth_equivalog	RluA-like	pseudouridine synthase Rlu family protein, TIGR01621	222	250.00	100.00	250.00	100.00
TIGR01622	subfamily	SF-CC1	splicing factor, CC1-like family	531	160.00	20.00	160.00	20.00
TIGR01623	paralog_domain	put_zinc_LRP1	putative zinc finger domain, LRP1 type	43	40.00	12.50	40.00	12.50
TIGR01624	paralog_domain	LRP1_Cterm	LRP1 C-terminal domain	50	40.00	0.00	40.00	0.00
TIGR01625	subfamily_domain	YidE_YbjL_dupl	AspT/YidE/YbjL antiporter duplication domain	165	30.00	-25.00	30.00	-25.00
TIGR01626	hypoth_equivalog	ytfJ_HI0045	conserved hypothetical protein YtfJ-family, TIGR01626	184	100.00	-50.00	100.00	-50.00
TIGR01627	domain	A_thal_3515	uncharacterized plant-specific domain TIGR01627	238	100.00	-50.00	100.00	-50.00
TIGR01628	subfamily	PABP-1234	polyadenylate binding protein, human types 1, 2, 3, 4 family	860	390.00	95.00	390.00	95.00
TIGR01629	subfamily	rep_II_X	phage/plasmid replication protein, gene II/X family	431	30.00	5.00	10.00	2.00
TIGR01630	hypoth_equivalog	psiM2_ORF9	phage uncharacterized protein, C-terminal domain	154	30.00	0.00	30.00	0.00
TIGR01631	paralog	Trypano_RHS	trypanosome RHS family	814	100.00	20.00	50.00	20.00
TIGR01632	equivalog	L11_bact	ribosomal protein L11	144	150.00	130.00	150.00	130.00
TIGR01633	hypoth_equivalog_domain	phi3626_gp14_N	putative phage tail component, N-terminal domain	132	-10.00	-40.00	-10.00	-40.00
TIGR01634	equivalog	tail_P2_I	phage tail protein I	139	11.50	7.00	11.50	7.00
TIGR01635	equivalog	tail_comp_S	phage virion morphogenesis protein	151	20.00	-3.00	20.00	-3.00
TIGR01636	subfamily	phage_rinA	phage transcriptional regulator, RinA family	138	20.00	15.00	20.00	15.00
TIGR01637	subfamily	phage_arpU	phage transcriptional regulator, ArpU family	139	5.00	-25.00	5.00	-25.00
TIGR01638	paralog_domain	Atha_cystat_rel	Arabidopsis thaliana cystatin-related protein	97	20.00	16.00	18.00	15.00
TIGR01639	paralog_domain	P_fal_TIGR01639	Plasmodium falciparum uncharacterized domain TIGR01639	61	15.00	4.00	15.00	4.00
TIGR01640	domain	F_box_assoc_1	F-box protein interaction domain	292	-75.00	-90.00	-75.00	-90.00
TIGR01641	domain	phageSPP1_gp7	phage head morphogenesis protein, SPP1 gp7 family	119	20.00	10.00	10.00	5.00
TIGR01642	subfamily	U2AF_lg	U2 snRNP auxilliary factor, large subunit, splicing factor	577	200.00	20.00	200.00	20.00
TIGR01643	repeat	YD_repeat_2x	YD repeat (two copies)	42	18.00	10.00	9.00	5.00
TIGR01644	subfamily	phage_P2_V	phage baseplate assembly protein V	213	-25.00	-50.00	-25.00	-50.00
TIGR01645	subfamily	half-pint	poly-U binding splicing factor, half-pint family	791	440.00	-195.00	440.00	-195.00
TIGR01646	subfamily	vgr_GE	Rhs element Vgr protein	529	25.00	-10.00	25.00	-10.00
TIGR01647	equivalog	ATPase-IIIA_H	plasma-membrane proton-efflux P-type ATPase	835	610.00	370.00	610.00	370.00
TIGR01648	subfamily	hnRNP-R-Q	hnRNP-R, Q splicing factor family	611	180.00	-20.00	180.00	-20.00
TIGR01649	subfamily	hnRNP-L_PTB	hnRNP-L/PTB/hephaestus splicing factor family	557	285.00	-190.00	285.00	-190.00
TIGR01650	equivalog	PD_CobS	cobaltochelatase, CobS subunit	327	675.00	60.00	675.00	60.00
TIGR01651	equivalog	CobT	cobaltochelatase, CobT subunit	606	875.00	-185.00	875.00	-185.00
TIGR01652	subfamily	ATPase-Plipid	phospholipid-translocating P-type ATPase, flippase	1249	80.00	-75.00	80.00	-75.00
TIGR01653	subfamily	lactococcin_972	bacteriocin, lactococcin 972 family	149	5.00	-15.00	5.00	-15.00
TIGR01654	subfamily	bact_immun_7tm	bacteriocin-associated integral membrane protein	745	25.00	-100.00	25.00	-100.00
TIGR01655	subfamily	yxeA_fam	conserved hypothetical protein	121	-8.00	-12.00	-8.00	-12.00
TIGR01656	subfamily_domain	Histidinol-ppas	histidinol-phosphate phosphatase domain	208	50.00	15.00	50.00	15.00
TIGR01657	hypoth_equivalog	P-ATPase-V	P-type ATPase of unknown pump specificity (type V)	1350	530.00	-55.00	530.00	-55.00
TIGR01658	equivalog_domain	EYA-cons_domain	EYA conserved domain	319	235.00	25.00	235.00	25.00
TIGR01659	subfamily	sex-lethal	sex-lethal family splicing factor	379	585.00	140.00	585.00	140.00
TIGR01660	equivalog	narH	nitrate reductase, beta subunit	495	430.00	175.00	430.00	175.00
TIGR01661	subfamily	ELAV_HUD_SF	ELAV/HuD family splicing factor	436	305.00	20.00	305.00	20.00
TIGR01662	subfamily_domain	HAD-SF-IIIA	HAD hydrolase, family IIIA	171	37.50	27.50	37.50	27.50
TIGR01663	equivalog	PNK-3'Pase	polynucleotide kinase 3'-phosphatase	526	515.00	-60.00	515.00	-60.00
TIGR01664	equivalog_domain	DNA-3'-Pase	DNA 3'-phosphatase	239	75.00	-25.00	75.00	-25.00
TIGR01665	subfamily_domain	put_anti_recept	phage minor structural protein, N-terminal region	342	5.00	-8.00	5.00	-8.00
TIGR01666	hypoth_equivalog	YCCS	TIGR01666 family membrane protein	713	190.00	-125.00	190.00	-125.00
TIGR01667	subfamily	YCCS_YHJK	integral membrane protein, YccS/YhfK family	724	275.00	-10.00	275.00	-10.00
TIGR01668	hypoth_equivalog	YqeG_hyp_ppase	HAD phosphatase, family IIIA	196	50.00	0.00	50.00	0.00
TIGR01669	equivalog	phage_XkdX	phage uncharacterized protein, XkdX family	49	14.00	4.00	14.00	4.00
TIGR01670	subfamily	YrbI-phosphatas	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family	154	95.00	-5.00	95.00	-5.00
TIGR01671	hypoth_equivalog	phage_TIGR01671	phage conserved hypothetical protein TIGR01671	173	5.00	-40.00	5.00	-40.00
TIGR01672	hypoth_equivalog	AphA	HAD phosphatase, family IIIB	248	140.00	-75.00	140.00	-75.00
TIGR01673	equivalog	holin_LLH	phage holin, LL-H family	110	10.00	-10.00	10.00	-10.00
TIGR01674	equivalog	phage_lambda_G	phage minor tail protein G	138	20.00	-40.00	20.00	-40.00
TIGR01675	equivalog	plant-AP	plant acid phosphatase	245	320.00	50.00	320.00	50.00
TIGR01676	equivalog	GLDHase	galactonolactone dehydrogenase	541	400.00	20.00	400.00	20.00
TIGR01677	subfamily	pln_FAD_oxido	plant-specific FAD-dependent oxidoreductase	577	400.00	-200.00	400.00	-200.00
TIGR01678	subfamily	FAD_lactone_ox	sugar 1,4-lactone oxidases	505	400.00	250.00	400.00	250.00
TIGR01679	subfamily	bact_FAD_ox	FAD-linked oxidoreductase	426	280.00	260.00	280.00	260.00
TIGR01680	equivalog	Veg_Stor_Prot	vegetative storage protein	275	475.00	405.00	475.00	405.00
TIGR01681	subfamily_domain	HAD-SF-IIIC	HAD phosphatase, family IIIC	179	25.00	20.00	25.00	20.00
TIGR01682	equivalog	moaD	molybdopterin converting factor, subunit 1	86	80.00	60.00	80.00	60.00
TIGR01683	equivalog	thiS	thiamine biosynthesis protein ThiS	65	25.00	12.00	25.00	12.00
TIGR01684	hypoth_equivalog	viral_ppase	viral phosphatase	323	100.00	-200.00	100.00	-200.00
TIGR01685	equivalog	MDP-1	magnesium-dependent phosphatase-1	183	40.00	-10.00	40.00	-10.00
TIGR01686	subfamily_domain	FkbH	FkbH domain	337	50.00	-150.00	50.00	-150.00
TIGR01687	subfamily	moaD_arch	MoaD family protein	93	46.00	43.50	46.00	43.50
TIGR01688	equivalog	dltC	D-alanine--poly(phosphoribitol) ligase, subunit 2	73	30.00	3.00	30.00	3.00
TIGR01689	subfamily	EcbF-BcbF	capsule biosynthesis phosphatase	126	185.00	0.00	185.00	0.00
TIGR01690	hypoth_equivalog	ICE_RAQPRD	integrative conjugative element protein, RAQPRD family	100	50.00	-25.00	50.00	-25.00
TIGR01691	equivalog	enolase-ppase	2,3-diketo-5-methylthio-1-phosphopentane phosphatase	240	80.00	-55.00	80.00	-55.00
TIGR01692	equivalog	HIBADH	3-hydroxyisobutyrate dehydrogenase	290	313.10	189.30	313.10	189.30
TIGR01693	equivalog	UTase_glnD	protein-P-II uridylyltransferase	903	400.00	-200.00	400.00	-200.00
TIGR01694	equivalog	MTAP	methylthioadenosine phosphorylase	263	345.00	250.00	345.00	250.00
TIGR01695	equivalog	mviN	integral membrane protein MviN	538	150.00	-50.00	150.00	-50.00
TIGR01696	equivalog	deoB	phosphopentomutase	404	250.00	90.00	250.00	90.00
TIGR01697	subfamily	PNPH-PUNA-XAPA	inosine guanosine and xanthosine phosphorylase family	266	165.00	70.00	165.00	70.00
TIGR01698	equivalog	PUNP	purine nucleotide phosphorylase	253	390.00	345.00	390.00	345.00
TIGR01699	equivalog	XAPA	xanthosine phosphorylase	248	425.00	340.00	425.00	340.00
TIGR01700	equivalog	PNPH	purine nucleoside phosphorylase I, inosine and guanosine-specific	259	355.00	340.00	355.00	340.00
TIGR01701	hypoth_equivalog	Fdhalpha-like	oxidoreductase alpha (molybdopterin) subunit	824	485.00	80.00	485.00	80.00
TIGR01702	equivalog	CO_DH_cata	carbon-monoxide dehydrogenase, catalytic subunit	647	400.00	-200.00	400.00	-200.00
TIGR01703	equivalog	hybrid_clust	hydroxylamine reductase	567	200.00	-200.00	200.00	-200.00
TIGR01704	equivalog	MTA/SAH-Nsdase	MTA/SAH nucleosidase	229	-10.00	-25.00	-10.00	-25.00
TIGR01705	hypoth_equivalog	MTA/SAH-nuc-hyp	putative 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	212	170.00	-15.00	170.00	-15.00
TIGR01706	equivalog	NAPA	periplasmic nitrate reductase, large subunit	930	1020.00	245.00	1020.00	245.00
TIGR01707	equivalog	gspI	general secretion pathway protein I	103	20.00	5.00	20.00	5.00
TIGR01708	equivalog	typeII_sec_gspH	general secretion pathway protein H	175	10.00	5.00	10.00	5.00
TIGR01709	equivalog	typeII_sec_gspL	general secretion pathway protein L	433	100.00	-120.00	100.00	-120.00
TIGR01710	equivalog	typeII_sec_gspG	general secretion pathway protein G	137	55.00	-10.00	55.00	-10.00
TIGR01711	equivalog	gspJ	general secretion pathway protein J	202	5.00	-70.00	5.00	-70.00
TIGR01712	equivalog	phage_N6A_met	phage N-6-adenine-methyltransferase	190	80.00	20.00	80.00	20.00
TIGR01713	equivalog	typeII_sec_gspC	general secretion pathway protein C	281	50.00	-50.00	50.00	-50.00
TIGR01714	hypoth_equivalog_domain	phage_rep_org_N	phage replisome organizer, putative, N-terminal region	121	20.00	5.00	20.00	5.00
TIGR01715	equivalog	phage_lam_T	phage tail assembly protein T	111	40.00	5.00	40.00	5.00
TIGR01716	subfamily_domain	RGG_Cterm	transcriptional activator, Rgg/GadR/MutR family, C-terminal domain	224	22.00	8.00	22.00	8.00
